category,test,engine,N,sample,energy_uj,time_s,mem_kb
function,arrow,xs,65536,5,792723,0.0425741,53120
function,arrow,xs,65536,6,787535,0.0423703,53120
function,arrow,xs,65536,7,776732,0.0427461,52992
function,arrow,xs,65536,8,775388,0.0430359,52992
function,arrow,xs,65536,9,759337,0.042377,52992
function,arrow,xs,65536,10,776366,0.042495,53120
function,arrow,xs,131072,1,911008,0.0502502,53120
function,arrow,xs,131072,2,934324,0.0503496,53120
function,arrow,xs,131072,3,911863,0.0504084,52992
function,arrow,xs,131072,4,907896,0.0499092,53120
function,arrow,xs,131072,5,914671,0.0502039,52992
function,arrow,xs,131072,6,905699,0.0502298,52992
function,arrow,xs,131072,7,928952,0.0503683,52992
function,arrow,xs,131072,8,921384,0.0502868,52992
function,arrow,xs,131072,9,911802,0.0498355,53120
function,arrow,xs,131072,10,909849,0.0501857,52992
function,arrow,xs,262144,1,1213254,0.0657487,52992
function,arrow,xs,262144,2,1198422,0.0655539,53120
function,arrow,xs,262144,3,1206723,0.0661939,53120
function,arrow,xs,262144,4,1212399,0.0653998,53120
function,arrow,xs,262144,5,1236569,0.0654162,52992
function,arrow,xs,262144,6,1190488,0.0652695,52992
function,arrow,xs,262144,7,1187314,0.0650148,53120
function,arrow,xs,262144,8,1210385,0.0654825,53120
function,arrow,xs,262144,9,1195248,0.065291,52992
function,arrow,xs,262144,10,1191770,0.0650578,53120
function,arrow,xs,524288,1,1829036,0.0980759,52992
function,arrow,xs,524288,2,1770503,0.0956982,53120
function,arrow,xs,524288,3,1781917,0.0958912,52992
function,arrow,xs,524288,4,1827266,0.0986611,52992
function,arrow,xs,524288,5,1774776,0.0961119,53120
function,arrow,xs,524288,6,1788753,0.0970691,52992
function,arrow,xs,524288,7,1850092,0.0998892,53120
function,arrow,xs,524288,8,1777645,0.0963277,52992
function,arrow,xs,524288,9,1757869,0.0955052,53120
function,arrow,xs,524288,10,1775814,0.095934,52992
function,arrow,xs,1048576,1,2906059,0.156543,52992
function,arrow,xs,1048576,2,2927361,0.156486,52992
function,arrow,xs,1048576,3,2915276,0.156541,53120
function,arrow,xs,1048576,4,2918876,0.156529,52992
function,arrow,xs,1048576,5,2918327,0.156811,53120
function,arrow,xs,1048576,6,2946404,0.158889,52992
function,arrow,xs,1048576,7,2931877,0.157053,53120
function,arrow,xs,1048576,8,2925712,0.157557,52992
function,arrow,xs,1048576,9,2891045,0.156338,52992
function,arrow,xs,1048576,10,2933342,0.157095,52992
function,arrow,xs,2097152,1,5172289,0.278296,53120
function,arrow,xs,2097152,2,5201158,0.278514,53120
function,arrow,xs,2097152,3,5197618,0.278577,52992
function,arrow,xs,2097152,4,5187975,0.278658,52992
function,arrow,xs,2097152,5,5194750,0.278519,53120
function,arrow,xs,2097152,6,5250109,0.281666,52992
function,arrow,xs,2097152,7,5175402,0.277743,52992
function,arrow,xs,2097152,8,5192309,0.278559,52992
function,arrow,xs,2097152,9,5255113,0.282008,52992
function,arrow,xs,2097152,10,5169542,0.278648,53120
function,arrow,xs,4194304,1,9718725,0.521221,53120
function,arrow,xs,4194304,2,9776342,0.524551,52992
function,arrow,xs,4194304,3,9736669,0.522167,53120
function,arrow,xs,4194304,4,9835729,0.52779,53120
function,arrow,xs,4194304,5,10455052,0.561895,53120
function,arrow,xs,4194304,6,9732275,0.521466,53120
function,arrow,xs,4194304,7,10177953,0.545716,53120
function,arrow,xs,4194304,8,9716223,0.521183,52992
function,arrow,xs,4194304,9,9708593,0.521697,52992
function,arrow,xs,4194304,10,9717139,0.522204,53120
function,arrow,xs,8388608,1,18871656,1.0089,53120
function,arrow,xs,8388608,2,18818921,1.00896,53120
function,arrow,xs,8388608,3,18850904,1.00898,52992
function,arrow,xs,8388608,4,18809339,1.00835,52992
function,arrow,xs,8388608,5,18835829,1.00895,53120
function,arrow,xs,8388608,6,18897169,1.01246,52992
function,arrow,xs,8388608,7,18814405,1.00834,53120
function,arrow,xs,8388608,8,18850599,1.00991,53120
function,arrow,xs,8388608,9,18822828,1.00854,52992
function,arrow,xs,8388608,10,18985425,1.01805,52992
function,arrow,xs,16777216,1,37202358,1.99289,52992
function,arrow,xs,16777216,2,37349087,2.00179,52992
function,arrow,xs,16777216,3,37028103,1.9817,53120
function,arrow,xs,16777216,4,37238674,1.99326,52992
function,arrow,xs,16777216,5,37045316,1.98284,52992
function,arrow,xs,16777216,6,37015530,1.98127,53120
function,arrow,xs,16777216,7,36949612,1.98086,52992
function,arrow,xs,16777216,8,36973111,1.98114,52992
function,arrow,xs,16777216,9,37111050,1.9872,53120
function,arrow,xs,16777216,10,36971890,1.98055,52992
function,arrow,xs,33554432,1,74588066,3.99222,52992
function,arrow,xs,33554432,2,73311763,3.92561,52992
function,arrow,xs,33554432,3,76086902,4.07176,53120
function,arrow,xs,33554432,4,73348079,3.93036,52992
function,arrow,xs,33554432,5,73340755,3.92791,52992
function,arrow,xs,33554432,6,73438532,3.93212,52992
function,arrow,xs,33554432,7,73407221,3.93043,53120
function,arrow,xs,33554432,8,73288203,3.92608,53120
function,arrow,xs,33554432,9,73210140,3.92161,53120
function,arrow,xs,33554432,10,73365718,3.93007,53120
function,baseline,xs,1024,1,634337,0.0356155,52992
function,baseline,xs,1024,2,653502,0.0358333,53120
function,baseline,xs,1024,3,651244,0.0354616,52992
function,baseline,xs,1024,4,638792,0.0354419,52992
function,baseline,xs,1024,5,642576,0.0354204,53120
function,baseline,xs,1024,6,633665,0.0353992,52992
function,baseline,xs,1024,7,635924,0.0351795,53120
function,baseline,xs,1024,8,629698,0.0352387,52992
function,baseline,xs,1024,9,644042,0.0352512,53120
function,baseline,xs,1024,10,622252,0.035242,52992
function,baseline,xs,2048,1,635313,0.0354342,53120
function,baseline,xs,2048,2,637327,0.0356495,52992
function,baseline,xs,2048,3,634032,0.0355471,53120
function,baseline,xs,2048,4,644225,0.0355515,52992
function,baseline,xs,2048,5,646544,0.0355937,52992
function,baseline,xs,2048,6,650145,0.0356966,52992
function,baseline,xs,2048,7,636656,0.0354383,52992
function,baseline,xs,2048,8,653685,0.0357727,53120
function,baseline,xs,2048,9,659911,0.0360054,52992
function,baseline,xs,2048,10,628783,0.0353633,52992
function,baseline,xs,4096,1,654661,0.0355868,52992
function,baseline,xs,4096,2,656432,0.0360317,52992
function,baseline,xs,4096,3,653136,0.0359332,53120
function,baseline,xs,4096,4,659788,0.036161,52992
function,baseline,xs,4096,5,644895,0.036201,53120
function,baseline,xs,4096,6,659117,0.0359012,52992
function,baseline,xs,4096,7,655027,0.0359588,52992
function,baseline,xs,4096,8,647826,0.0358799,53120
function,baseline,xs,4096,9,656920,0.0360512,52992
function,baseline,xs,4096,10,648985,0.0355546,53120
function,baseline,xs,8192,1,692504,0.0371328,53120
function,baseline,xs,8192,2,669371,0.0367414,53120
function,baseline,xs,8192,3,672667,0.0366474,52992
function,baseline,xs,8192,4,669798,0.0366152,53120
function,baseline,xs,8192,5,674925,0.0366244,52992
function,baseline,xs,8192,6,672362,0.0366523,53120
function,baseline,xs,8192,7,662718,0.0369541,52992
function,baseline,xs,8192,8,670531,0.0370831,52864
function,baseline,xs,8192,9,684019,0.0370214,52992
function,baseline,xs,8192,10,673338,0.0370606,53120
function,baseline,xs,16384,1,713804,0.0390047,53120
function,baseline,xs,16384,2,694151,0.0387715,53120
function,baseline,xs,16384,3,701597,0.0386066,53120
function,baseline,xs,16384,4,724241,0.0390648,52992
function,baseline,xs,16384,5,714537,0.0387866,53120
function,baseline,xs,16384,6,707640,0.0387279,52992
function,baseline,xs,16384,7,707823,0.0390838,52992
function,baseline,xs,16384,8,704161,0.0390986,53120
function,baseline,xs,16384,9,707212,0.0390426,52992
function,baseline,xs,16384,10,686949,0.0385293,53120
function,baseline,xs,32768,1,776731,0.0426847,53120
function,baseline,xs,32768,2,777158,0.0425528,53120
function,baseline,xs,32768,3,761350,0.0422958,52992
function,baseline,xs,32768,4,771666,0.043509,52992
function,baseline,xs,32768,5,778318,0.0428022,52992
function,baseline,xs,32768,6,756102,0.0426959,53120
function,baseline,xs,32768,7,763975,0.0425772,53120
function,baseline,xs,32768,8,765745,0.0429491,53120
function,baseline,xs,32768,9,774412,0.0428882,52992
function,baseline,xs,32768,10,792418,0.0426271,53120
function,baseline,xs,65536,1,917540,0.0509268,53120
function,baseline,xs,65536,2,916929,0.0504886,53120
function,baseline,xs,65536,3,908323,0.0507948,53120
function,baseline,xs,65536,4,913572,0.0505385,52992
function,baseline,xs,65536,5,910154,0.0502843,53120
function,baseline,xs,65536,6,900022,0.0503037,52992
function,baseline,xs,65536,7,903074,0.0506504,52992
function,baseline,xs,65536,8,905638,0.0503114,52992
function,baseline,xs,65536,9,896360,0.0501484,52992
function,baseline,xs,65536,10,902280,0.0503708,53120
function,baseline,xs,131072,1,1195797,0.0654858,53120
function,baseline,xs,131072,2,1184750,0.0659784,52992
function,baseline,xs,131072,3,1188839,0.0653384,52992
function,baseline,xs,131072,4,1174679,0.0654441,53120
function,baseline,xs,131072,5,1189389,0.0654579,52992
function,baseline,xs,131072,6,1186093,0.0658493,53120
function,baseline,xs,131072,7,1185788,0.0660012,52992
function,baseline,xs,131072,8,1173459,0.065729,53120
function,baseline,xs,131072,9,1195431,0.0655885,53120
function,baseline,xs,131072,10,1184628,0.0656476,53120
function,baseline,xs,262144,1,1739192,0.0967017,52992
function,baseline,xs,262144,2,1733638,0.096896,53120
function,baseline,xs,262144,3,1745112,0.0977802,53120
function,baseline,xs,262144,4,1722957,0.0964378,53120
function,baseline,xs,262144,5,1724849,0.0961224,52992
function,baseline,xs,262144,6,1731685,0.0963794,52992
function,baseline,xs,262144,7,1710750,0.0963799,53120
function,baseline,xs,262144,8,1752620,0.0976036,53120
function,baseline,xs,262144,9,1714229,0.0961508,52992
function,baseline,xs,262144,10,1707332,0.0962977,52992
function,baseline,xs,524288,1,2834161,0.157762,53120
function,baseline,xs,524288,2,2852898,0.159492,53120
function,baseline,xs,524288,3,2812859,0.158154,53120
function,baseline,xs,524288,4,2834648,0.158492,52992
function,baseline,xs,524288,5,2853325,0.159529,53120
function,baseline,xs,524288,6,2835747,0.157726,52992
function,baseline,xs,524288,7,2849480,0.158969,53120
function,baseline,xs,524288,8,2816766,0.158122,53120
function,baseline,xs,524288,9,2842888,0.157785,53120
function,baseline,xs,524288,10,2869743,0.161768,52992
function,baseline,xs,1048576,1,4996080,0.281143,52992
function,baseline,xs,1048576,2,5046557,0.282862,53120
function,baseline,xs,1048576,3,5056445,0.28424,53120
function,baseline,xs,1048576,4,4998157,0.280866,53120
function,baseline,xs,1048576,5,5088488,0.286652,52992
function,baseline,xs,1048576,6,5009875,0.281462,53120
function,baseline,xs,1048576,7,4977465,0.280334,52992
function,baseline,xs,1048576,8,5088915,0.281042,52992
function,baseline,xs,1048576,9,5034777,0.281892,53120
function,baseline,xs,1048576,10,5003283,0.280955,53120
function,baseline,xs,2097152,1,9391456,0.526236,52992
function,baseline,xs,2097152,2,9463294,0.532016,53120
function,baseline,xs,2097152,3,9335731,0.525954,52992
function,baseline,xs,2097152,4,9400305,0.526229,52992
function,baseline,xs,2097152,5,9371619,0.5264,52992
function,baseline,xs,2097152,6,9402747,0.526641,52992
function,baseline,xs,2097152,7,9381873,0.527237,52992
function,baseline,xs,2097152,8,9557837,0.532574,53120
function,baseline,xs,2097152,9,9506141,0.526204,52864
function,baseline,xs,2097152,10,9435035,0.530103,53120
function,baseline,xs,4194304,1,18321853,1.03116,53120
function,baseline,xs,4194304,2,18748060,1.05321,53120
function,baseline,xs,4194304,3,18527113,1.04117,53120
function,baseline,xs,4194304,4,18258376,1.02563,52992
function,baseline,xs,4194304,5,18876722,1.04814,52992
function,baseline,xs,4194304,6,18274184,1.02402,52992
function,baseline,xs,4194304,7,18226577,1.02134,53120
function,baseline,xs,4194304,8,20346261,1.12418,52992
function,baseline,xs,4194304,9,18390883,1.017,53120
function,baseline,xs,4194304,10,18549879,1.04368,53120
function,baseline,xs,8388608,1,35609955,1.99909,53120
function,baseline,xs,8388608,2,36100738,2.01131,52992
function,baseline,xs,8388608,3,35994476,1.99957,53120
function,baseline,xs,8388608,4,36321929,2.0087,53120
function,baseline,xs,8388608,5,36208953,2.01524,53120
function,baseline,xs,8388608,6,36283111,2.02146,52992
function,baseline,xs,8388608,7,36352080,2.03928,53120
function,baseline,xs,8388608,8,36095794,2.02488,52992
function,baseline,xs,8388608,9,35776581,2.00007,53120
function,baseline,xs,8388608,10,36038726,2.02617,53120
function,baseline,xs,16777216,1,71274232,4.01025,53120
function,baseline,xs,16777216,2,70319461,3.96463,52992
function,baseline,xs,16777216,3,70585391,3.96495,53120
function,baseline,xs,16777216,4,71066103,4.00485,52992
function,baseline,xs,16777216,5,70827394,3.97681,53120
function,baseline,xs,16777216,6,71237550,4.01155,53120
function,baseline,xs,16777216,7,70519167,3.96629,52992
function,baseline,xs,16777216,8,70373599,3.96268,53120
function,baseline,xs,16777216,9,71942138,4.05149,53120
function,baseline,xs,16777216,10,71494018,4.01771,52992
function,baseline,xs,33554432,1,143384765,8.07284,52992
function,baseline,xs,33554432,2,141032781,7.92406,52992
function,baseline,xs,33554432,3,140338141,7.89001,53120
function,baseline,xs,33554432,4,140754462,7.89027,53120
function,baseline,xs,33554432,5,140140327,7.89312,53120
function,baseline,xs,33554432,6,144317807,8.13135,53120
function,baseline,xs,33554432,7,141919497,7.90309,52992
function,baseline,xs,33554432,8,140208626,7.88807,53120
function,baseline,xs,33554432,9,140965765,7.9007,53120
function,baseline,xs,33554432,10,140190193,7.89195,53120
function,inline,xs,1024,1,627745,0.0357537,52992
function,inline,xs,1024,2,629454,0.0357105,53120
function,inline,xs,1024,3,634886,0.0351188,53120
function,inline,xs,1024,4,636229,0.0350963,52992
function,inline,xs,1024,5,634703,0.0350861,53120
function,inline,xs,1024,6,639098,0.0351529,53120
function,inline,xs,1024,7,615050,0.0347866,53120
function,inline,xs,1024,8,634092,0.0348577,52992
function,inline,xs,1024,9,630003,0.0347351,52992
function,inline,xs,1024,10,633116,0.0348541,52992
function,inline,xs,2048,1,635680,0.0347707,52992
function,inline,xs,2048,2,631834,0.0351324,52992
function,inline,xs,2048,3,628599,0.0352312,52992
function,inline,xs,2048,4,635740,0.0346803,52992
function,inline,xs,2048,5,629576,0.0350761,53120
function,inline,xs,2048,6,634398,0.0350349,52992
function,inline,xs,2048,7,633483,0.0351826,52992
function,inline,xs,2048,8,639281,0.0351555,52992
function,inline,xs,2048,9,636107,0.0351383,52992
function,inline,xs,2048,10,628539,0.0351337,53120
function,inline,xs,4096,1,629881,0.0348657,53120
function,inline,xs,4096,2,629026,0.0353605,53120
function,inline,xs,4096,3,627440,0.0347976,52992
function,inline,xs,4096,4,637083,0.0352253,53120
function,inline,xs,4096,5,625243,0.0350011,53120
function,inline,xs,4096,6,632567,0.0350515,53120
function,inline,xs,4096,7,648375,0.0351155,52992
function,inline,xs,4096,8,632628,0.0348882,53120
function,inline,xs,4096,9,650694,0.0354063,52992
function,inline,xs,4096,10,631651,0.0352417,53120
function,inline,xs,8192,1,650816,0.0354839,53120
function,inline,xs,8192,2,651182,0.0357906,52992
function,inline,xs,8192,3,645689,0.0355674,52992
function,inline,xs,8192,4,650694,0.0356393,52992
function,inline,xs,8192,5,662291,0.0355095,52992
function,inline,xs,8192,6,646483,0.0355745,53120
function,inline,xs,8192,7,658812,0.0355156,52992
function,inline,xs,8192,8,629881,0.035297,53120
function,inline,xs,8192,9,644529,0.0355331,53120
function,inline,xs,8192,10,635741,0.0351575,53120
function,inline,xs,16384,1,636595,0.0358106,52992
function,inline,xs,16384,2,656859,0.0360305,52992
function,inline,xs,16384,3,657164,0.0358582,52992
function,inline,xs,16384,4,647642,0.0358497,52864
function,inline,xs,16384,5,651854,0.0359916,52992
function,inline,xs,16384,6,650633,0.0360643,52992
function,inline,xs,16384,7,654600,0.0361057,53120
function,inline,xs,16384,8,641234,0.0357358,52992
function,inline,xs,16384,9,657530,0.0356529,52992
function,inline,xs,16384,10,637633,0.0357133,52992
function,inline,xs,32768,1,654966,0.0365553,52992
function,inline,xs,32768,2,681639,0.0369042,53120
function,inline,xs,32768,3,656432,0.0364275,52992
function,inline,xs,32768,4,663511,0.0369815,52736
function,inline,xs,32768,5,664610,0.0368067,52992
function,inline,xs,32768,6,698424,0.0371881,53120
function,inline,xs,32768,7,671141,0.0366172,53120
function,inline,xs,32768,8,674742,0.0368353,53120
function,inline,xs,32768,9,672300,0.0368998,53120
function,inline,xs,32768,10,665342,0.0366979,53120
function,inline,xs,65536,1,683043,0.0387095,53120
function,inline,xs,65536,2,703368,0.0386614,52992
function,inline,xs,65536,3,710692,0.0386222,53120
function,inline,xs,65536,4,706175,0.0388649,52992
function,inline,xs,65536,5,715269,0.0387123,53120
function,inline,xs,65536,6,710387,0.0390318,53120
function,inline,xs,65536,7,719115,0.0388613,52992
function,inline,xs,65536,8,706846,0.0389765,53120
function,inline,xs,65536,9,717527,0.0385513,53120
function,inline,xs,65536,10,721983,0.0390922,53120
function,inline,xs,131072,1,783690,0.0427313,52992
function,inline,xs,131072,2,791013,0.0424292,53120
function,inline,xs,131072,3,777402,0.0425964,53120
function,inline,xs,131072,4,783201,0.0424192,53120
function,inline,xs,131072,5,776365,0.0427551,52992
function,inline,xs,131072,6,775267,0.0424131,53120
function,inline,xs,131072,7,789549,0.0428498,52992
function,inline,xs,131072,8,789304,0.0425884,52992
function,inline,xs,131072,9,775389,0.0424727,53120
function,inline,xs,131072,10,780088,0.0424325,52992
function,inline,xs,262144,1,914121,0.0498808,52992
function,inline,xs,262144,2,922117,0.0500058,53120
function,inline,xs,262144,3,908628,0.0499832,52992
function,inline,xs,262144,4,934812,0.0503393,53120
function,inline,xs,262144,5,911253,0.0498143,53120
function,inline,xs,262144,6,935788,0.050656,52992
function,inline,xs,262144,7,901548,0.0499085,52992
function,inline,xs,262144,8,933103,0.0502382,52992
function,inline,xs,262144,9,917661,0.0505208,53120
function,inline,xs,262144,10,935666,0.0502019,53120
function,inline,xs,524288,1,1192502,0.0653921,53120
function,inline,xs,524288,2,1197445,0.0653591,53120
function,inline,xs,524288,3,1197202,0.0652398,52992
function,inline,xs,524288,4,1198117,0.0652001,53120
function,inline,xs,524288,5,1189694,0.0651535,52992
function,inline,xs,524288,6,1197751,0.0652698,53120
function,inline,xs,524288,7,1215451,0.0653481,52992
function,inline,xs,524288,8,1195554,0.0653652,52992
function,inline,xs,524288,9,1189511,0.0655258,53120
function,inline,xs,524288,10,1201047,0.0650378,52992
function,inline,xs,1048576,1,1789546,0.0958976,53120
function,inline,xs,1048576,2,1767757,0.0961961,52992
function,inline,xs,1048576,3,1792232,0.0974042,52992
function,inline,xs,1048576,4,1770626,0.096032,52992
function,inline,xs,1048576,5,1756526,0.0953347,52992
function,inline,xs,1048576,6,1776423,0.0956992,53120
function,inline,xs,1048576,7,1760432,0.0955484,52992
function,inline,xs,1048576,8,1767696,0.0954811,53120
function,inline,xs,1048576,9,1775325,0.095564,53120
function,inline,xs,1048576,10,1775386,0.0960732,53120
function,inline,xs,2097152,1,2902397,0.156483,52736
function,inline,xs,2097152,2,2905083,0.1567,53120
function,inline,xs,2097152,3,2913261,0.156784,52992
function,inline,xs,2097152,4,2907830,0.156604,52992
function,inline,xs,2097152,5,2913811,0.15663,52992
function,inline,xs,2097152,6,2893974,0.156348,53120
function,inline,xs,2097152,7,2886711,0.156572,53120
function,inline,xs,2097152,8,2906182,0.157488,52992
function,inline,xs,2097152,9,2918450,0.156737,53120
function,inline,xs,2097152,10,2912041,0.156774,52992
function,inline,xs,4194304,1,5152574,0.277677,52992
function,inline,xs,4194304,2,5170153,0.277421,52992
function,inline,xs,4194304,3,5251451,0.281949,53120
function,inline,xs,4194304,4,5166857,0.277965,53120
function,inline,xs,4194304,5,5212389,0.280483,53120
function,inline,xs,4194304,6,5176073,0.27856,53120
function,inline,xs,4194304,7,5177538,0.27802,52992
function,inline,xs,4194304,8,5244859,0.282309,53120
function,inline,xs,4194304,9,5144579,0.277687,53120
function,inline,xs,4194304,10,5173327,0.277707,53120
function,inline,xs,8388608,1,9779516,0.523926,53120
function,inline,xs,8388608,2,9718054,0.521267,53120
function,inline,xs,8388608,3,9720983,0.520999,53120
function,inline,xs,8388608,4,9719397,0.520735,52992
function,inline,xs,8388608,5,9702612,0.521366,52992
function,inline,xs,8388608,6,9727575,0.520741,52992
function,inline,xs,8388608,7,9758886,0.524055,52992
function,inline,xs,8388608,8,9751196,0.521184,53120
function,inline,xs,8388608,9,9784948,0.524246,52992
function,inline,xs,8388608,10,9718054,0.521367,52992
function,inline,xs,16777216,1,19361889,1.03805,53120
function,inline,xs,16777216,2,19037366,1.01927,53120
function,inline,xs,16777216,3,18808546,1.0073,52992
function,inline,xs,16777216,4,18722487,1.00293,52992
function,inline,xs,16777216,5,18845533,1.01023,53120
function,inline,xs,16777216,6,19716441,1.05761,53120
function,inline,xs,16777216,7,18791395,1.00798,53120
function,inline,xs,16777216,8,18777234,1.00546,52992
function,inline,xs,16777216,9,18813917,1.00831,53120
function,inline,xs,16777216,10,18791944,1.00735,52992
function,inline,xs,33554432,1,36960904,1.9788,53120
function,inline,xs,33554432,2,36946134,1.9788,53120
function,inline,xs,33554432,3,37017545,1.98245,52992
function,inline,xs,33554432,4,36946927,1.98019,52992
function,inline,xs,33554432,5,36994351,1.982,52992
function,inline,xs,33554432,6,38687950,2.07305,52992
function,inline,xs,33554432,7,36925564,1.9788,53120
function,inline,xs,33554432,8,36941800,1.97897,52992
function,inline,xs,33554432,9,37006070,1.9821,53120
function,inline,xs,33554432,10,37006314,1.98309,52992
json,baseline,xs,1024,1,669005,0.0367788,52992
json,baseline,xs,1024,2,671019,0.0364859,53120
json,baseline,xs,1024,3,658080,0.0363492,53120
json,baseline,xs,1024,4,645873,0.0360315,53120
json,baseline,xs,1024,5,655638,0.0358984,52992
json,baseline,xs,1024,6,639159,0.0359997,53120
json,baseline,xs,1024,7,637144,0.0356736,53120
json,baseline,xs,1024,8,653441,0.0359629,52992
json,baseline,xs,1024,9,654661,0.0360005,53120
json,baseline,xs,1024,10,632139,0.0356316,52992
json,baseline,xs,2048,1,658507,0.0366577,53120
json,baseline,xs,2048,2,675536,0.0365222,52992
json,baseline,xs,2048,3,655272,0.0364278,53120
json,baseline,xs,2048,4,646727,0.0364211,53120
json,baseline,xs,2048,5,673216,0.0369408,52992
json,baseline,xs,2048,6,673583,0.0370342,52992
json,baseline,xs,2048,7,668089,0.0366648,53120
json,baseline,xs,2048,8,658385,0.0362819,52992
json,baseline,xs,2048,9,673216,0.0364183,53120
json,baseline,xs,2048,10,647276,0.0364564,52992
json,baseline,xs,4096,1,680174,0.0382262,53120
json,baseline,xs,4096,2,685301,0.0383401,52992
json,baseline,xs,4096,3,695067,0.0382298,53120
json,baseline,xs,4096,4,704100,0.0383677,53120
json,baseline,xs,4096,5,700499,0.0385147,53120
json,baseline,xs,4096,6,692869,0.0381542,53120
json,baseline,xs,4096,7,692259,0.0381164,53120
json,baseline,xs,4096,8,691160,0.038338,52992
json,baseline,xs,4096,9,682310,0.0382738,53120
json,baseline,xs,4096,10,720091,0.0381537,52992
json,baseline,xs,8192,1,769773,0.0413212,53120
json,baseline,xs,8192,2,759703,0.0414308,53120
json,baseline,xs,8192,3,740965,0.041451,53120
json,baseline,xs,8192,4,737242,0.0413929,52992
json,baseline,xs,8192,5,760740,0.0416407,52992
json,baseline,xs,8192,6,748106,0.0410616,53120
json,baseline,xs,8192,7,741637,0.0412513,52992
json,baseline,xs,8192,8,745543,0.0411884,53120
json,baseline,xs,8192,9,778135,0.0415188,53120
json,baseline,xs,8192,10,765623,0.041321,52992
json,baseline,xs,16384,1,882200,0.0477591,52992
json,baseline,xs,16384,2,878660,0.0483976,52992
json,baseline,xs,16384,3,878904,0.0475323,53120
json,baseline,xs,16384,4,895750,0.0482033,53120
json,baseline,xs,16384,5,858945,0.0476055,53120
json,baseline,xs,16384,6,871824,0.0479642,52992
json,baseline,xs,16384,7,878293,0.0480197,52992
json,baseline,xs,16384,8,859495,0.04754,53120
json,baseline,xs,16384,9,868406,0.0475208,53120
json,baseline,xs,16384,10,874021,0.04814,53120
json,baseline,xs,32768,1,1103147,0.060193,53120
json,baseline,xs,32768,2,1113279,0.0608776,53120
json,baseline,xs,32768,3,1142026,0.0611387,52992
json,baseline,xs,32768,4,1126767,0.0608325,52992
json,baseline,xs,32768,5,1121641,0.0609718,53120
json,baseline,xs,32768,6,1098752,0.0607967,53120
json,baseline,xs,32768,7,1122921,0.0613955,52992
json,baseline,xs,32768,8,1106442,0.0604746,52992
json,baseline,xs,32768,9,1120419,0.0606633,53120
json,baseline,xs,32768,10,1135251,0.0606858,52992
json,baseline,xs,65536,1,1600338,0.0864215,52992
json,baseline,xs,65536,2,1580196,0.0863178,52992
json,baseline,xs,65536,3,1592220,0.0858376,53120
json,baseline,xs,65536,4,1592464,0.0861645,53120
json,baseline,xs,65536,5,1587460,0.0861645,52992
json,baseline,xs,65536,6,1594295,0.0864059,53120
json,baseline,xs,65536,7,1599972,0.0859986,52992
json,baseline,xs,65536,8,1580013,0.08626,52992
json,baseline,xs,65536,9,1608944,0.0872138,53120
json,baseline,xs,65536,10,1583736,0.0862984,52992
json,baseline,xs,131072,1,2548273,0.137455,53120
json,baseline,xs,131072,2,2560845,0.137638,52992
json,baseline,xs,131072,3,2584589,0.138522,52992
json,baseline,xs,131072,4,2538934,0.137073,52992
json,baseline,xs,131072,5,2558893,0.137282,53120
json,baseline,xs,131072,6,2548089,0.137937,53120
json,baseline,xs,131072,7,2561395,0.137368,53120
json,baseline,xs,131072,8,2554315,0.137672,53120
json,baseline,xs,131072,9,2559380,0.137762,53120
json,baseline,xs,131072,10,2558038,0.136888,53120
json,baseline,xs,262144,1,4578968,0.246635,53120
json,baseline,xs,262144,2,4558887,0.245376,53120
json,baseline,xs,262144,3,4564930,0.245579,52992
json,baseline,xs,262144,4,4563709,0.245271,53120
json,baseline,xs,262144,5,4549732,0.244948,53120
json,baseline,xs,262144,6,4582874,0.247015,52992
json,baseline,xs,262144,7,4601245,0.247606,52992
json,baseline,xs,262144,8,4560962,0.246055,53120
json,baseline,xs,262144,9,4622608,0.248616,52992
json,baseline,xs,262144,10,4588245,0.246412,52992
json,baseline,xs,524288,1,8738991,0.470538,69376
json,baseline,xs,524288,2,8686135,0.468114,69376
json,baseline,xs,524288,3,8711403,0.468702,69504
json,baseline,xs,524288,4,8643959,0.465322,69504
json,baseline,xs,524288,5,8716225,0.468564,69504
json,baseline,xs,524288,6,8738076,0.469615,69504
json,baseline,xs,524288,7,8684793,0.467598,69376
json,baseline,xs,524288,8,8768838,0.471195,69504
json,baseline,xs,524288,9,8695107,0.46829,69376
json,baseline,xs,524288,10,8674477,0.465682,69504
json,baseline,xs,1048576,1,17103411,0.919122,102144
json,baseline,xs,1048576,2,17470170,0.940858,102272
json,baseline,xs,1048576,3,17343828,0.931727,102144
json,baseline,xs,1048576,4,17294939,0.930963,102272
json,baseline,xs,1048576,5,17169329,0.921676,102272
json,baseline,xs,1048576,6,17275712,0.930278,102272
json,baseline,xs,1048576,7,17187822,0.925667,102144
json,baseline,xs,1048576,8,17236162,0.928649,102272
json,baseline,xs,1048576,9,17141192,0.920972,102144
json,baseline,xs,1048576,10,17295244,0.929576,102272
json,baseline,xs,2097152,1,33066016,1.77555,102272
json,baseline,xs,2097152,2,33039649,1.77346,102144
json,baseline,xs,2097152,3,33869115,1.81968,102144
json,baseline,xs,2097152,4,33041908,1.77418,102144
json,baseline,xs,2097152,5,33077308,1.77555,102272
json,baseline,xs,2097152,6,33926732,1.82165,102144
json,baseline,xs,2097152,7,33277320,1.78771,102272
